studentId,name,email,phone,dateOfBirth,gender,department,semester,currentCGPA,attendancePercent,libraryVisits,extracurricular,disciplinaryIssues,familyIncome,parentEducation,distanceFromHome,totalFees,feesPaid,feesPending,paymentStatus
24CE066,Ravi Patel,24ce066@charusat.edu.in,9442982954,2003-05-15,Female,CE,4,6.36,62,15,No,None,1123004,School,72,80000,80000,0,Paid
24CE067,Pooja Trivedi,24ce067@charusat.edu.in,9327321339,2003-03-07,Male,CE,4,8.61,70,22,Yes,Minor,652936,Graduate,24,80000,40000,40000,Pending
25CE068,Anjali Shah,25ce068@charusat.edu.in,9640378157,2003-06-28,Male,CE,2,7.93,78,16,No,Minor,877233,School,69,80000,80000,0,Paid
25CE069,Nikhil Rana,25ce069@charusat.edu.in,9191592901,2002-07-13,Male,CE,2,5.78,95,20,No,None,1099146,Postgraduate,46,80000,80000,0,Paid
25CE070,Harsh Patel,25ce070@charusat.edu.in,9748282813,2004-10-01,Male,CE,2,6.88,62,14,No,Minor,806160,Postgraduate,23,80000,60000,20000,Pending
25CE071,Jayesh Solanki,25ce071@charusat.edu.in,9526673189,2002-11-09,Male,CE,2,7.71,67,0,Yes,Minor,552385,Graduate,40,80000,80000,0,Paid
25CE072,Riya Bhatt,25ce072@charusat.edu.in,9920143965,2003-08-02,Male,CE,2,7.67,73,11,No,Minor,834693,School,51,80000,60000,20000,Pending
25CE073,Devang Mehta,25ce073@charusat.edu.in,9655757037,2002-02-27,Female,CE,2,6.53,73,23,Yes,None,1174274,Postgraduate,23,80000,40000,40000,Pending
25CE074,Meet Vora,25ce074@charusat.edu.in,9730394134,2004-12-18,Male,CE,2,5.56,66,8,No,Minor,1038460,School,21,80000,80000,0,Paid
25CE075,Sachin Parmar,25ce075@charusat.edu.in,9815618312,2002-12-28,Male,CE,2,8.23,82,16,Yes,None,653515,School,66,80000,60000,20000,Pending
25CE076,Rahul Patel,25ce076@charusat.edu.in,9308210418,2003-12-12,Male,CE,2,7.49,67,19,No,Minor,437105,Postgraduate,25,80000,60000,20000,Pending
25CE077,Amit Shah,25ce077@charusat.edu.in,9735806657,2002-01-14,Female,CE,2,5.01,94,17,No,None,515535,Graduate,28,80000,80000,0,Paid
25CE078,Neha Desai,25ce078@charusat.edu.in,9120886621,2004-05-12,Male,CE,2,6.32,69,15,No,None,942202,Graduate,52,80000,40000,40000,Pending
25CE079,Priya Mehta,25ce079@charusat.edu.in,9806074329,2003-07-05,Female,CE,2,9.16,91,5,No,None,439326,School,26,80000,80000,0,Paid
25CE080,Kunal Joshi,25ce080@charusat.edu.in,9767976113,2002-01-30,Male,CE,2,6.52,71,7,Yes,Minor,829348,Graduate,59,80000,60000,20000,Pending
25CE081,Ravi Patel,25ce081@charusat.edu.in,9177262123,2003-12-25,Female,CE,2,6.81,57,29,No,Minor,930815,School,45,80000,80000,0,Paid
25CE082,Pooja Trivedi,25ce082@charusat.edu.in,9850889919,2004-02-29,Male,CE,2,8.63,85,5,Yes,Minor,1171828,School,79,80000,40000,40000,Pending
25CE083,Anjali Shah,25ce083@charusat.edu.in,9542238764,2005-02-20,Male,CE,2,8.51,58,0,No,Minor,586690,School,54,80000,40000,40000,Pending
25CE084,Nikhil Rana,25ce084@charusat.edu.in,9867206832,2002-09-29,Female,CE,2,8.31,80,0,Yes,None,874391,Graduate,47,80000,60000,20000,Pending
25CE085,Harsh Patel,25ce085@charusat.edu.in,9737559568,2002-11-19,Male,CE,2,6.3,83,13,No,Minor,227992,Postgraduate,27,80000,40000,40000,Pending
25CE086,Jayesh Solanki,25ce086@charusat.edu.in,9842236356,2002-09-04,Male,CE,2,7.69,59,18,Yes,Minor,507814,Graduate,47,80000,80000,0,Paid
25CE087,Riya Bhatt,25ce087@charusat.edu.in,9519385406,2005-03-30,Male,CE,2,8.35,76,5,Yes,Minor,444606,Postgraduate,76,80000,40000,40000,Pending
25CE088,Devang Mehta,25ce088@charusat.edu.in,9193926977,2002-06-26,Male,CE,2,8.7,71,24,No,Minor,573773,School,4,80000,80000,0,Paid
25CE089,Meet Vora,25ce089@charusat.edu.in,9315354290,2003-10-01,Female,CE,2,8.63,75,1,Yes,None,914633,Graduate,60,80000,40000,40000,Pending
25CE090,Sachin Parmar,25ce090@charusat.edu.in,9151074839,2004-01-01,Male,CE,2,6.67,74,25,Yes,None,629606,Graduate,69,80000,40000,40000,Pending
25CE091,Rahul Patel,25ce091@charusat.edu.in,9437315613,2002-09-18,Male,CE,2,8.37,79,29,No,None,404351,Postgraduate,67,80000,80000,0,Paid
25CE092,Amit Shah,25ce092@charusat.edu.in,9675507145,2004-09-11,Male,CE,2,5.82,67,1,Yes,None,1132742,Graduate,63,80000,40000,40000,Pending
25CE093,Neha Desai,25ce093@charusat.edu.in,9803533687,2004-05-03,Female,CE,2,8.17,55,17,Yes,Minor,468057,Graduate,25,80000,60000,20000,Pending
25CE094,Priya Mehta,25ce094@charusat.edu.in,9316819627,2004-07-02,Female,CE,2,5.28,63,21,No,Minor,270960,Postgraduate,20,80000,40000,40000,Pending
25CE095,Kunal Joshi,25ce095@charusat.edu.in,9718420424,2003-08-31,Male,CE,2,8.94,84,28,No,Minor,605390,Graduate,17,80000,60000,20000,Pending
25CE096,Ravi Patel,25ce096@charusat.edu.in,9132722708,2004-12-16,Male,CE,2,6.46,67,18,No,None,587344,Graduate,18,80000,80000,0,Paid
25CE097,Pooja Trivedi,25ce097@charusat.edu.in,9647456766,2004-11-20,Male,CE,2,5.34,59,28,Yes,Minor,267005,School,72,80000,60000,20000,Pending
25CE098,Anjali Shah,25ce098@charusat.edu.in,9912395470,2004-08-30,Male,CE,2,8.69,82,2,No,None,813899,School,55,80000,80000,0,Paid
25CE099,Nikhil Rana,25ce099@charusat.edu.in,9571406734,2003-09-02,Female,CE,2,7.75,79,1,No,None,1171023,School,25,80000,60000,20000,Pending
25CE100,Harsh Patel,25ce100@charusat.edu.in,9564764944,2002-11-14,Male,CE,2,9.15,79,3,No,Minor,1059962,Graduate,40,80000,40000,40000,Pending
23CSE001,Rahul Patel,23cse001@charusat.edu.in,9287115777,2003-01-24,Female,CSE,6,6.9,89,0,No,Minor,909048,Graduate,61,80000,60000,20000,Pending
23CSE002,Amit Shah,23cse002@charusat.edu.in,9371396781,2003-01-03,Female,CSE,6,7.55,59,28,No,None,888295,Graduate,49,80000,60000,20000,Pending
23CSE003,Neha Desai,23cse003@charusat.edu.in,9360866718,2003-03-19,Female,CSE,6,8.34,64,22,Yes,Minor,217739,Postgraduate,25,80000,60000,20000,Pending
23CSE004,Priya Mehta,23cse004@charusat.edu.in,9650461112,2002-07-03,Male,CSE,6,5.09,79,27,No,Minor,786157,School,28,80000,60000,20000,Pending
23CSE005,Kunal Joshi,23cse005@charusat.edu.in,9474028396,2004-06-02,Male,CSE,6,6.09,56,15,Yes,Minor,403713,Graduate,60,80000,40000,40000,Pending
23CSE006,Ravi Patel,23cse006@charusat.edu.in,9719693461,2004-11-20,Female,CSE,6,8.68,64,25,Yes,Minor,782863,Graduate,18,80000,60000,20000,Pending
23CSE007,Pooja Trivedi,23cse007@charusat.edu.in,9813587264,2004-12-01,Female,CSE,6,6.61,84,4,Yes,Minor,1178180,Postgraduate,45,80000,80000,0,Paid
23CSE008,Anjali Shah,23cse008@charusat.edu.in,9584180576,2003-06-06,Male,CSE,6,8.52,65,2,No,None,761646,Graduate,8,80000,40000,40000,Pending
23CSE009,Nikhil Rana,23cse009@charusat.edu.in,9905947295,2002-01-28,Male,CSE,6,7.56,58,21,Yes,Minor,1045901,Graduate,16,80000,80000,0,Paid
23CSE010,Harsh Patel,23cse010@charusat.edu.in,9529836618,2004-09-21,Male,CSE,6,5.45,66,16,No,None,246355,Postgraduate,29,80000,60000,20000,Pending
23CSE011,Jayesh Solanki,23cse011@charusat.edu.in,9527435130,2004-07-22,Male,CSE,6,7.36,61,7,Yes,Minor,948734,Graduate,15,80000,80000,0,Paid
23CSE012,Riya Bhatt,23cse012@charusat.edu.in,9429832867,2003-05-26,Female,CSE,6,7.25,70,30,No,None,929006,School,20,80000,80000,0,Paid
23CSE013,Devang Mehta,23cse013@charusat.edu.in,9595484003,2003-03-06,Male,CSE,6,8.93,88,23,Yes,None,550531,Graduate,61,80000,40000,40000,Pending
23CSE014,Meet Vora,23cse014@charusat.edu.in,9795851974,2003-04-21,Female,CSE,6,5.98,71,5,No,None,782445,Graduate,24,80000,60000,20000,Pending
23CSE015,Sachin Parmar,23cse015@charusat.edu.in,9643519626,2004-01-04,Male,CSE,6,7.84,76,26,Yes,Minor,1039146,Postgraduate,6,80000,40000,40000,Pending
23CSE016,Rahul Patel,23cse016@charusat.edu.in,9877460119,2004-01-09,Male,CSE,6,8.83,79,29,No,None,266198,School,36,80000,80000,0,Paid
23CSE017,Amit Shah,23cse017@charusat.edu.in,9472018705,2003-02-13,Male,CSE,6,5.38,82,11,No,None,317439,Postgraduate,46,80000,60000,20000,Pending
23CSE018,Neha Desai,23cse018@charusat.edu.in,9844902690,2003-08-26,Male,CSE,6,9.08,94,4,Yes,Minor,1071179,Postgraduate,4,80000,60000,20000,Pending
23CSE019,Priya Mehta,23cse019@charusat.edu.in,9476307815,2002-02-11,Male,CSE,6,5.57,95,24,Yes,None,340912,Graduate,27,80000,40000,40000,Pending
23CSE020,Kunal Joshi,23cse020@charusat.edu.in,9296752250,2005-02-10,Male,CSE,6,7.77,60,26,No,Minor,900980,Postgraduate,74,80000,80000,0,Paid
23CSE021,Ravi Patel,23cse021@charusat.edu.in,9783492437,2004-11-11,Female,CSE,6,8.04,86,2,Yes,None,1153946,Graduate,48,80000,40000,40000,Pending
23CSE022,Pooja Trivedi,23cse022@charusat.edu.in,9374929048,2002-08-21,Male,CSE,6,5.38,70,27,No,Minor,438366,School,21,80000,60000,20000,Pending
23CSE023,Anjali Shah,23cse023@charusat.edu.in,9969624059,2002-03-07,Female,CSE,6,6.31,75,9,No,None,357578,Graduate,37,80000,80000,0,Paid
23CSE024,Nikhil Rana,23cse024@charusat.edu.in,9770427689,2003-03-24,Male,CSE,6,6.24,62,20,Yes,Minor,643917,Postgraduate,20,80000,80000,0,Paid
23CSE025,Harsh Patel,23cse025@charusat.edu.in,9651750279,2004-12-14,Male,CSE,6,5.91,58,12,No,Minor,420269,Graduate,76,80000,40000,40000,Pending
23CSE026,Jayesh Solanki,23cse026@charusat.edu.in,9260976990,2002-06-09,Male,CSE,6,6.92,81,22,Yes,Minor,396258,School,66,80000,40000,40000,Pending
23CSE027,Riya Bhatt,23cse027@charusat.edu.in,9397195953,2002-02-10,Female,CSE,6,5.22,67,7,No,Minor,1037672,Graduate,69,80000,80000,0,Paid
23CSE028,Devang Mehta,23cse028@charusat.edu.in,9115391220,2004-07-25,Female,CSE,6,7.6,56,3,Yes,Minor,368387,Postgraduate,63,80000,40000,40000,Pending
23CSE029,Meet Vora,23cse029@charusat.edu.in,9481479348,2004-05-29,Female,CSE,6,5.66,71,25,Yes,None,799448,Graduate,4,80000,80000,0,Paid
23CSE030,Sachin Parmar,23cse030@charusat.edu.in,9163940139,2004-05-20,Male,CSE,6,6.33,75,17,Yes,None,842040,Graduate,10,80000,40000,40000,Pending
23CSE031,Rahul Patel,23cse031@charusat.edu.in,9932157154,2003-09-09,Female,CSE,6,5.63,73,9,Yes,None,601608,School,19,80000,60000,20000,Pending
23CSE032,Amit Shah,23cse032@charusat.edu.in,9436314809,2003-02-18,Female,CSE,6,6.94,62,22,No,Minor,966473,Graduate,56,80000,80000,0,Paid
23CSE033,Neha Desai,23cse033@charusat.edu.in,9121093324,2003-08-30,Male,CSE,6,8.1,90,29,No,Minor,654684,Postgraduate,23,80000,40000,40000,Pending
23CSE034,Priya Mehta,23cse034@charusat.edu.in,9343771913,2005-03-12,Male,CSE,6,6.28,89,7,No,Minor,335718,Graduate,25,80000,40000,40000,Pending
24CSE035,Kunal Joshi,24cse035@charusat.edu.in,9944875723,2004-10-20,Male,CSE,4,5.19,71,3,Yes,None,872986,Graduate,75,80000,40000,40000,Pending
24CSE036,Ravi Patel,24cse036@charusat.edu.in,9735177520,2002-04-10,Male,CSE,4,8.56,90,14,No,Minor,1094027,School,33,80000,80000,0,Paid
24CSE037,Pooja Trivedi,24cse037@charusat.edu.in,9832335304,2004-08-29,Male,CSE,4,6.06,79,25,No,None,334399,Postgraduate,64,80000,60000,20000,Pending
24CSE038,Anjali Shah,24cse038@charusat.edu.in,9634363130,2002-10-15,Female,CSE,4,9.03,64,15,No,Minor,620924,Postgraduate,74,80000,60000,20000,Pending
24CSE039,Nikhil Rana,24cse039@charusat.edu.in,9998584877,2004-08-26,Female,CSE,4,8.11,70,18,Yes,None,599645,Postgraduate,61,80000,40000,40000,Pending
24CSE040,Harsh Patel,24cse040@charusat.edu.in,9820791888,2002-03-08,Male,CSE,4,9.03,80,18,Yes,Minor,402445,Postgraduate,17,80000,60000,20000,Pending
24CSE041,Jayesh Solanki,24cse041@charusat.edu.in,9459727066,2002-02-14,Female,CSE,4,7.91,85,13,Yes,Minor,795226,School,73,80000,80000,0,Paid
24CSE042,Riya Bhatt,24cse042@charusat.edu.in,9444462369,2002-12-22,Female,CSE,4,7.09,64,14,Yes,Minor,684351,School,45,80000,40000,40000,Pending
24CSE043,Devang Mehta,24cse043@charusat.edu.in,9559281932,2004-07-13,Male,CSE,4,7.9,86,18,No,Minor,450488,School,55,80000,60000,20000,Pending
24CSE044,Meet Vora,24cse044@charusat.edu.in,9962041937,2003-01-28,Female,CSE,4,6.65,84,5,Yes,Minor,995191,School,4,80000,60000,20000,Pending
24CSE045,Sachin Parmar,24cse045@charusat.edu.in,9261577184,2002-08-31,Male,CSE,4,5.1,57,0,Yes,Minor,242766,School,6,80000,60000,20000,Pending
24CSE046,Rahul Patel,24cse046@charusat.edu.in,9739772064,2002-12-02,Male,CSE,4,8.59,95,14,No,None,331903,Postgraduate,57,80000,60000,20000,Pending
24CSE047,Amit Shah,24cse047@charusat.edu.in,9890418676,2003-07-02,Male,CSE,4,8.17,61,24,Yes,None,280409,School,21,80000,60000,20000,Pending
24CSE048,Neha Desai,24cse048@charusat.edu.in,9302123720,2002-11-18,Male,CSE,4,5.32,78,1,No,None,305059,School,6,80000,60000,20000,Pending
24CSE049,Priya Mehta,24cse049@charusat.edu.in,9739293389,2003-11-14,Female,CSE,4,6.8,79,2,Yes,Minor,214929,School,9,80000,40000,40000,Pending
24CSE050,Kunal Joshi,24cse050@charusat.edu.in,9647222106,2003-06-24,Male,CSE,4,7.9,59,30,No,None,1095566,School,6,80000,60000,20000,Pending
24CSE051,Ravi Patel,24cse051@charusat.edu.in,9179623770,2002-01-10,Female,CSE,4,5.75,77,1,Yes,Minor,1155196,Postgraduate,50,80000,80000,0,Paid
24CSE052,Pooja Trivedi,24cse052@charusat.edu.in,9963792261,2003-04-14,Female,CSE,4,6.63,95,2,No,None,771110,Postgraduate,8,80000,40000,40000,Pending
24CSE053,Anjali Shah,24cse053@charusat.edu.in,9546339262,2002-11-03,Male,CSE,4,8.81,75,20,Yes,None,545030,Postgraduate,7,80000,80000,0,Paid
24CSE054,Nikhil Rana,24cse054@charusat.edu.in,9228284698,2004-03-30,Female,CSE,4,5.98,62,30,No,Minor,758344,School,80,80000,80000,0,Paid
24CSE055,Harsh Patel,24cse055@charusat.edu.in,9755681331,2002-04-08,Male,CSE,4,5.02,62,1,No,None,592109,Postgraduate,9,80000,60000,20000,Pending
24CSE056,Jayesh Solanki,24cse056@charusat.edu.in,9551035567,2002-12-21,Male,CSE,4,7.92,87,11,Yes,Minor,567479,School,76,80000,80000,0,Paid
24CSE057,Riya Bhatt,24cse057@charusat.edu.in,9179328395,2003-08-24,Female,CSE,4,7.73,62,30,No,Minor,1004943,School,64,80000,80000,0,Paid
24CSE058,Devang Mehta,24cse058@charusat.edu.in,9721638539,2005-01-14,Female,CSE,4,8.41,73,25,Yes,None,790125,School,56,80000,80000,0,Paid
24CSE059,Meet Vora,24cse059@charusat.edu.in,9476734408,2004-10-09,Male,CSE,4,6.81,74,8,Yes,Minor,322510,Graduate,77,80000,60000,20000,Pending
24CSE060,Sachin Parmar,24cse060@charusat.edu.in,9533982359,2002-03-17,Female,CSE,4,5.4,72,9,Yes,None,1104487,School,37,80000,80000,0,Paid
24CSE061,Rahul Patel,24cse061@charusat.edu.in,9362014861,2002-06-12,Male,CSE,4,7.21,57,0,Yes,Minor,1156697,Graduate,46,80000,60000,20000,Pending
24CSE062,Amit Shah,24cse062@charusat.edu.in,9349580678,2004-10-04,Male,CSE,4,7.17,70,30,No,None,382326,School,53,80000,40000,40000,Pending
24CSE063,Neha Desai,24cse063@charusat.edu.in,9512107400,2003-07-22,Male,CSE,4,8.91,95,1,No,None,449300,School,14,80000,80000,0,Paid
24CSE064,Priya Mehta,24cse064@charusat.edu.in,9989408889,2003-11-26,Female,CSE,4,8.97,64,28,No,None,637391,Graduate,57,80000,80000,0,Paid
24CSE065,Kunal Joshi,24cse065@charusat.edu.in,9995497441,2003-12-15,Female,CSE,4,5.39,95,25,No,None,835690,Postgraduate,17,80000,40000,40000,Pending
24CSE066,Ravi Patel,24cse066@charusat.edu.in,9117932100,2004-09-03,Male,CSE,4,7.65,93,7,Yes,Minor,1044572,Graduate,25,80000,40000,40000,Pending
24CSE067,Pooja Trivedi,24cse067@charusat.edu.in,9858028301,2004-12-28,Male,CSE,4,5.36,66,23,No,None,783465,School,41,80000,60000,20000,Pending
25CSE068,Anjali Shah,25cse068@charusat.edu.in,9782727773,2002-09-28,Male,CSE,2,8.46,93,2,No,None,1129950,Graduate,66,80000,60000,20000,Pending
25CSE069,Nikhil Rana,25cse069@charusat.edu.in,9239514741,2004-08-29,Male,CSE,2,7.19,78,7,Yes,None,200419,School,55,80000,60000,20000,Pending
25CSE070,Harsh Patel,25cse070@charusat.edu.in,9256573596,2003-03-22,Male,CSE,2,7.16,78,1,Yes,Minor,1008298,Graduate,67,80000,80000,0,Paid
25CSE071,Jayesh Solanki,25cse071@charusat.edu.in,9971682108,2002-08-28,Male,CSE,2,5.31,73,20,Yes,Minor,955062,Postgraduate,17,80000,60000,20000,Pending
25CSE072,Riya Bhatt,25cse072@charusat.edu.in,9198943622,2002-04-09,Female,CSE,2,6.43,79,8,No,None,1145200,School,68,80000,80000,0,Paid
25CSE073,Devang Mehta,25cse073@charusat.edu.in,9623457083,2004-03-24,Male,CSE,2,7.17,83,5,Yes,Minor,273012,Postgraduate,79,80000,40000,40000,Pending
25CSE074,Meet Vora,25cse074@charusat.edu.in,9839598188,2004-11-28,Male,CSE,2,7.43,94,5,No,None,210565,School,56,80000,40000,40000,Pending
25CSE075,Sachin Parmar,25cse075@charusat.edu.in,9689632596,2003-10-09,Male,CSE,2,8.81,62,24,No,Minor,820189,Postgraduate,9,80000,60000,20000,Pending
25CSE076,Rahul Patel,25cse076@charusat.edu.in,9692913445,2004-09-03,Male,CSE,2,5.08,91,4,No,Minor,779439,School,26,80000,60000,20000,Pending
25CSE077,Amit Shah,25cse077@charusat.edu.in,9855412822,2005-03-17,Female,CSE,2,5.02,67,2,Yes,None,702158,Postgraduate,60,80000,60000,20000,Pending
25CSE078,Neha Desai,25cse078@charusat.edu.in,9655330248,2003-08-13,Female,CSE,2,9.09,55,1,No,None,336926,Graduate,79,80000,60000,20000,Pending
25CSE079,Priya Mehta,25cse079@charusat.edu.in,9134948353,2003-11-27,Female,CSE,2,8.75,68,1,Yes,None,794044,Graduate,61,80000,80000,0,Paid
25CSE080,Kunal Joshi,25cse080@charusat.edu.in,9216854420,2004-01-31,Male,CSE,2,8.7,58,12,No,None,313528,Graduate,22,80000,40000,40000,Pending
25CSE081,Ravi Patel,25cse081@charusat.edu.in,9834343480,2003-07-11,Female,CSE,2,9.16,84,2,Yes,Minor,484845,School,45,80000,40000,40000,Pending
25CSE082,Pooja Trivedi,25cse082@charusat.edu.in,9209970096,2002-04-23,Female,CSE,2,6.99,71,18,No,None,1095415,Postgraduate,13,80000,60000,20000,Pending
25CSE083,Anjali Shah,25cse083@charusat.edu.in,9396693341,2004-01-21,Female,CSE,2,8.29,63,24,No,None,1182749,Postgraduate,36,80000,60000,20000,Pending
25CSE084,Nikhil Rana,25cse084@charusat.edu.in,9785814467,2003-05-27,Female,CSE,2,8.19,81,15,Yes,Minor,622982,Graduate,29,80000,40000,40000,Pending
25CSE085,Harsh Patel,25cse085@charusat.edu.in,9576488935,2004-11-26,Female,CSE,2,6.54,73,19,Yes,Minor,600734,Graduate,61,80000,80000,0,Paid
25CSE086,Jayesh Solanki,25cse086@charusat.edu.in,9219140029,2005-03-23,Male,CSE,2,5.91,78,22,No,None,619658,Postgraduate,3,80000,80000,0,Paid
25CSE087,Riya Bhatt,25cse087@charusat.edu.in,9234367990,2004-02-12,Female,CSE,2,5.66,77,22,Yes,Minor,691147,School,39,80000,40000,40000,Pending
25CSE088,Devang Mehta,25cse088@charusat.edu.in,9816282964,2005-03-25,Female,CSE,2,9.46,79,10,No,Minor,791671,Postgraduate,9,80000,60000,20000,Pending
25CSE089,Meet Vora,25cse089@charusat.edu.in,9642346255,2004-01-01,Male,CSE,2,8.93,61,1,Yes,None,824895,Postgraduate,41,80000,80000,0,Paid
25CSE090,Sachin Parmar,25cse090@charusat.edu.in,9204442466,2004-02-24,Female,CSE,2,8.41,92,9,Yes,Minor,450145,Postgraduate,14,80000,80000,0,Paid
25CSE091,Rahul Patel,25cse091@charusat.edu.in,9393259185,2004-11-29,Female,CSE,2,8.12,91,27,Yes,None,538622,Graduate,70,80000,80000,0,Paid
25CSE092,Amit Shah,25cse092@charusat.edu.in,9583473209,2002-06-27,Male,CSE,2,7.39,90,30,No,Minor,442438,Postgraduate,27,80000,80000,0,Paid
25CSE093,Neha Desai,25cse093@charusat.edu.in,9460790088,2003-10-20,Female,CSE,2,7.7,83,29,No,None,542782,Postgraduate,79,80000,60000,20000,Pending
25CSE094,Priya Mehta,25cse094@charusat.edu.in,9363487496,2003-05-10,Male,CSE,2,9.38,86,22,No,None,511963,Graduate,17,80000,60000,20000,Pending
25CSE095,Kunal Joshi,25cse095@charusat.edu.in,9199043989,2003-01-12,Female,CSE,2,5.31,69,7,Yes,Minor,714372,Postgraduate,2,80000,40000,40000,Pending
25CSE096,Ravi Patel,25cse096@charusat.edu.in,9395099147,2003-08-04,Female,CSE,2,6.64,56,29,No,Minor,657147,Postgraduate,80,80000,40000,40000,Pending
25CSE097,Pooja Trivedi,25cse097@charusat.edu.in,9492652439,2003-10-16,Male,CSE,2,6.0,92,8,No,Minor,858518,School,4,80000,60000,20000,Pending
25CSE098,Anjali Shah,25cse098@charusat.edu.in,9291127238,2002-10-29,Female,CSE,2,8.33,66,0,Yes,Minor,980008,School,67,80000,60000,20000,Pending
25CSE099,Nikhil Rana,25cse099@charusat.edu.in,9862838905,2004-05-04,Female,CSE,2,7.47,64,11,No,Minor,927252,Graduate,41,80000,60000,20000,Pending
25CSE100,Harsh Patel,25cse100@charusat.edu.in,9483904982,2002-07-21,Female,CSE,2,6.89,71,4,Yes,Minor,1001874,Postgraduate,58,80000,40000,40000,Pending
23IT001,Rahul Patel,23it001@charusat.edu.in,9632387749,2002-09-13,Male,IT,6,5.44,66,17,No,None,269593,School,11,80000,60000,20000,Pending
23IT002,Amit Shah,23it002@charusat.edu.in,9551140559,2003-02-10,Male,IT,6,9.19,66,27,Yes,None,417042,Postgraduate,40,80000,60000,20000,Pending
23IT003,Neha Desai,23it003@charusat.edu.in,9229210246,2004-05-06,Male,IT,6,8.22,71,8,No,Minor,410044,Graduate,39,80000,40000,40000,Pending
23IT004,Priya Mehta,23it004@charusat.edu.in,9152959527,2002-03-02,Male,IT,6,9.36,87,24,Yes,Minor,816039,School,10,80000,80000,0,Paid
23IT005,Kunal Joshi,23it005@charusat.edu.in,9593799546,2004-11-27,Male,IT,6,6.61,64,21,Yes,Minor,806460,Postgraduate,63,80000,60000,20000,Pending
23IT006,Ravi Patel,23it006@charusat.edu.in,9271439586,2004-09-21,Male,IT,6,8.75,94,18,No,Minor,704942,School,17,80000,60000,20000,Pending
23IT007,Pooja Trivedi,23it007@charusat.edu.in,9309391048,2004-08-01,Female,IT,6,8.87,66,17,No,Minor,1175329,Graduate,65,80000,80000,0,Paid
23IT008,Anjali Shah,23it008@charusat.edu.in,9467237759,2004-02-28,Female,IT,6,9.28,79,8,Yes,Minor,887051,Graduate,61,80000,60000,20000,Pending
23IT009,Nikhil Rana,23it009@charusat.edu.in,9594222272,2003-08-25,Female,IT,6,6.44,65,5,Yes,None,593063,Graduate,73,80000,60000,20000,Pending
23IT010,Harsh Patel,23it010@charusat.edu.in,9449108205,2005-01-17,Male,IT,6,6.68,61,22,Yes,None,1187499,School,11,80000,80000,0,Paid
23IT011,Jayesh Solanki,23it011@charusat.edu.in,9313397637,2003-12-30,Female,IT,6,6.83,79,14,No,Minor,250852,Postgraduate,79,80000,60000,20000,Pending
23IT012,Riya Bhatt,23it012@charusat.edu.in,9973593852,2004-07-16,Male,IT,6,6.73,55,15,No,None,969186,Graduate,69,80000,40000,40000,Pending
23IT013,Devang Mehta,23it013@charusat.edu.in,9332131860,2003-05-31,Male,IT,6,5.15,61,7,No,Minor,980203,School,79,80000,80000,0,Paid
23IT014,Meet Vora,23it014@charusat.edu.in,9800008927,2003-02-06,Male,IT,6,5.74,86,21,Yes,Minor,1087472,Graduate,20,80000,80000,0,Paid
23IT015,Sachin Parmar,23it015@charusat.edu.in,9511825322,2004-06-16,Male,IT,6,7.92,90,2,No,Minor,587335,Postgraduate,48,80000,80000,0,Paid
23IT016,Rahul Patel,23it016@charusat.edu.in,9868110815,2005-01-02,Female,IT,6,7.49,65,15,Yes,None,826472,Graduate,76,80000,60000,20000,Pending
23IT017,Amit Shah,23it017@charusat.edu.in,9797380471,2003-10-15,Female,IT,6,7.32,72,18,No,Minor,950573,School,71,80000,80000,0,Paid
23IT018,Neha Desai,23it018@charusat.edu.in,9301080722,2002-10-13,Female,IT,6,8.64,67,1,No,Minor,1134179,Postgraduate,11,80000,60000,20000,Pending
23IT019,Priya Mehta,23it019@charusat.edu.in,9338447286,2003-05-09,Male,IT,6,7.87,73,11,No,Minor,334942,School,58,80000,40000,40000,Pending
23IT020,Kunal Joshi,23it020@charusat.edu.in,9973337261,2003-11-05,Male,IT,6,5.78,90,18,No,Minor,983987,School,28,80000,60000,20000,Pending
23IT021,Ravi Patel,23it021@charusat.edu.in,9966145227,2003-02-08,Female,IT,6,5.12,74,0,No,None,728503,School,66,80000,40000,40000,Pending
23IT022,Pooja Trivedi,23it022@charusat.edu.in,9668049375,2002-05-23,Female,IT,6,8.77,73,5,Yes,None,1120413,Postgraduate,10,80000,60000,20000,Pending
23IT023,Anjali Shah,23it023@charusat.edu.in,9886792418,2004-03-08,Male,IT,6,7.27,89,15,Yes,Minor,1147660,School,20,80000,60000,20000,Pending
23IT024,Nikhil Rana,23it024@charusat.edu.in,9372881731,2004-04-04,Female,IT,6,6.28,75,23,No,Minor,535520,Postgraduate,53,80000,60000,20000,Pending
23IT025,Harsh Patel,23it025@charusat.edu.in,9600843392,2003-02-07,Female,IT,6,5.35,72,8,Yes,Minor,685322,School,79,80000,80000,0,Paid
23IT026,Jayesh Solanki,23it026@charusat.edu.in,9648695834,2002-11-05,Male,IT,6,8.75,78,3,No,None,288281,Postgraduate,44,80000,40000,40000,Pending
23IT027,Riya Bhatt,23it027@charusat.edu.in,9205702377,2004-09-01,Female,IT,6,5.62,68,8,No,Minor,761284,Postgraduate,15,80000,40000,40000,Pending
23IT028,Devang Mehta,23it028@charusat.edu.in,9365940135,2002-11-12,Female,IT,6,6.6,77,14,Yes,None,244436,Postgraduate,50,80000,40000,40000,Pending
